Shares,URL,Text,Insider,Position,Transaction,Start Date,Ownership,Value,tic
2000,,Sale at price 437.32 per share.,NUMOTO TAKESHI,Officer,,2024-12-04,D,874634.0,MSFT
3500,,Sale at price 423.48 - 430.87 per share.,NUMOTO TAKESHI,Officer,,2024-12-02,D,1500662.0,MSFT
25000,,Sale at price 417.00 per share.,ALTHOFF JUDSON,Officer,,2024-11-22,D,10425000.0,MSFT
1000,,Sale at price 414.72 per share.,NUMOTO TAKESHI,Officer,,2024-11-22,D,414720.0,MSFT
4719,,Stock Gift at price 0.00 per share.,NADELLA SATYA,Chief Executive Officer,,2024-11-13,D,0.0,MSFT
7200,,Sale at price 423.66 per share.,YOUNG CHRISTOPHER DAVID,Officer,,2024-11-12,D,3050340.0,MSFT
7912,,Stock Award(Grant) at price 0.00 per share.,HOGAN KATHLEEN T,Officer,,2024-09-16,D,0.0,MSFT
8990,,Stock Award(Grant) at price 0.00 per share.,YOUNG CHRISTOPHER DAVID,Officer,,2024-09-16,D,0.0,MSFT
23374,,Stock Award(Grant) at price 0.00 per share.,ALTHOFF JUDSON,Officer,,2024-09-16,D,0.0,MSFT
8511,,Stock Award(Grant) at price 0.00 per share.,NUMOTO TAKESHI,Officer,,2024-09-16,D,0.0,MSFT
23374,,Stock Award(Grant) at price 0.00 per share.,HOOD AMY E,Chief Financial Officer,,2024-09-16,D,0.0,MSFT
23374,,Stock Award(Grant) at price 0.00 per share.,SMITH BRADFORD LEE,President,,2024-09-16,D,0.0,MSFT
17377,,Sale at price 411.85 per share.,HOGAN KATHLEEN T,Officer,,2024-09-10,D,7156892.0,MSFT
2500,,Sale at price 411.04 per share.,NUMOTO TAKESHI,Officer,,2024-09-10,D,1027608.0,MSFT
12500,,Stock Gift at price 0.00 per share.,SMITH BRADFORD LEE,President,,2024-09-10,D,0.0,MSFT
40000,,Sale at price 402.59 - 403.30 per share.,SMITH BRADFORD LEE,President,,2024-09-09,D,16103553.0,MSFT
146,,Stock Award(Grant) at price 0.00 per share.,MASON MARK A.L.,Director,,2024-09-06,D,0.0,MSFT
146,,Stock Award(Grant) at price 0.00 per share.,LIST-STOLL TERI L.,Director,,2024-09-06,D,0.0,MSFT
146,,Stock Award(Grant) at price 0.00 per share.,STANTON JOHN W.,Director,,2024-09-06,D,0.0,MSFT
146,,Stock Award(Grant) at price 0.00 per share.,SCHARF CHARLES W,Director,,2024-09-06,D,0.0,MSFT
38000,,Sale at price 410.55 per share.,HOOD AMY E,Chief Financial Officer,,2024-09-05,D,15600794.0,MSFT
2450,,Stock Gift at price 0.00 per share.,HOOD AMY E,Chief Financial Officer,,2024-09-04,D,0.0,MSFT
78353,,Sale at price 404.98 - 410.82 per share.,NADELLA SATYA,Chief Executive Officer,,2024-09-04,D,32017224.0,MSFT
17224,,Stock Award(Grant) at price 0.00 per share.,HOGAN KATHLEEN T,Officer,,2024-09-03,D,0.0,MSFT
19573,,Stock Award(Grant) at price 0.00 per share.,YOUNG CHRISTOPHER DAVID,Officer,,2024-09-03,D,0.0,MSFT
32881,,Stock Award(Grant) at price 0.00 per share.,ALTHOFF JUDSON,Officer,,2024-09-03,D,0.0,MSFT
14552,,Stock Award(Grant) at price 0.00 per share.,NUMOTO TAKESHI,Officer,,2024-09-03,D,0.0,MSFT
45668,,Stock Award(Grant) at price 0.00 per share.,HOOD AMY E,Chief Financial Officer,,2024-09-03,D,0.0,MSFT
40448,,Stock Award(Grant) at price 0.00 per share.,SMITH BRADFORD LEE,President,,2024-09-03,D,0.0,MSFT
260949,,Stock Award(Grant) at price 0.00 per share.,NADELLA SATYA,Chief Executive Officer,,2024-09-03,D,0.0,MSFT
4411,,Stock Award(Grant) at price 0.00 per share.,JOLLA ALICE L,Officer,,2024-08-30,D,0.0,MSFT
14398,,Sale at price 417.41 per share.,NADELLA SATYA,Chief Executive Officer,,2024-08-23,I,6009898.0,MSFT
138,,Stock Award(Grant) at price 0.00 per share.,MASON MARK A.L.,Director,,2024-06-07,D,0.0,MSFT
138,,Stock Award(Grant) at price 0.00 per share.,LIST-STOLL TERI L.,Director,,2024-06-07,D,0.0,MSFT
138,,Stock Award(Grant) at price 0.00 per share.,STANTON JOHN W.,Director,,2024-06-07,D,0.0,MSFT
138,,Stock Award(Grant) at price 0.00 per share.,SCHARF CHARLES W,Director,,2024-06-07,D,0.0,MSFT
16996,,Stock Gift at price 0.00 per share.,NADELLA SATYA,Chief Executive Officer,,2024-06-05,I,0.0,MSFT
566,,Sale at price 415.53 - 416.60 per share.,NUMOTO TAKESHI,Officer,,2024-06-03,D,235535.0,MSFT
25000,,Sale at price 425.68 per share.,ALTHOFF JUDSON,Officer,,2024-05-23,D,10641950.0,MSFT
76923,,Sale at price 195.86 - 211.59 per share.,ZATLYN MICHELLE,President,,2026-04-22,I,15759466.0,NET
76923,,,ZATLYN MICHELLE,President,,2026-04-22,I,,NET
10000,,Sale at price 195.09 - 200.95 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2026-04-17,D,1979757.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2026-04-17,D,,NET
156493,,Sale at price 208.48 - 222.69 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-04-08,I,33167769.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2026-04-08,I,,NET
659,,Sale at price 223.62 - 224.32 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-04-08,I,147367.0,NET
133,,Sale at price 209.60 per share.,HAWKINS MARK J,Director,,2026-04-01,D,27877.0,NET
3644,,Sale at price 200.56 - 204.39 per share.,GRAHAM-CUMMING JOHN,Director,,2026-03-27,D,737203.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2026-03-27,D,112694.0,NET
143534,,Sale at price 207.91 - 226.03 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-03-18,I,30555701.0,NET
134241,,,PRINCE MATTHEW,Chief Executive Officer,,2026-03-18,I,,NET
13618,,Sale at price 227.19 - 228.79 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-03-18,I,3102156.0,NET
15000,,Sale at price 227.05 per share.,LEDBETTER CARL,Director,,2026-03-18,I,3405750.0,NET
10341,,Sale at price 207.68 - 213.23 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2026-03-17,D,2195442.0,NET
10341,,,SEIFERT THOMAS J,Chief Financial Officer,,2026-03-17,D,,NET
76923,,Sale at price 174.08 - 191.10 per share.,ZATLYN MICHELLE,President,,2026-03-05,I,13941970.0,NET
76923,,,ZATLYN MICHELLE,President,,2026-03-05,I,,NET
23332,,Sale at price 190.00 per share.,RILEY JANEL,Officer,,2026-03-05,D,4433080.0,NET
23332,,Conversion of Exercise of derivative security at price 67.79 per share.,RILEY JANEL,Officer,,2026-03-05,D,1581676.0,NET
4160,,Sale at price 180.00 per share.,RILEY JANEL,Officer,,2026-03-03,D,748800.0,NET
2520,,Sale at price 174.43 - 180.55 per share.,GRAHAM-CUMMING JOHN,Director,,2026-03-02,D,449154.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2026-03-02,D,112694.0,NET
133,,Sale at price 168.62 per share.,HAWKINS MARK J,Director,,2026-03-02,D,22426.0,NET
157152,,Sale at price 160.17 - 177.04 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-02-26,I,26559683.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2026-02-26,I,,NET
86362,,Sale at price 172.07 - 193.71 per share.,ZATLYN MICHELLE,President,,2026-02-23,I,15943326.0,NET
76923,,,ZATLYN MICHELLE,President,,2026-02-23,I,,NET
41557,,Sale at price 177.18 - 195.19 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2026-02-20,D,7689671.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2026-02-20,D,,NET
2520,,Sale at price 170.15 - 175.42 per share.,GRAHAM-CUMMING JOHN,Director,,2026-02-09,D,436831.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2026-02-09,D,112694.0,NET
96665,,Stock Award(Grant) at price 0.00 per share.,ZATLYN MICHELLE,Chief Executive Officer,,2026-02-06,D,0.0,NET
96665,,Stock Award(Grant) at price 0.00 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-02-06,D,0.0,NET
142116,,Stock Award(Grant) at price 0.00 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2026-02-06,D,0.0,NET
7958,,Stock Award(Grant) at price 0.00 per share.,RILEY JANEL,Officer,,2026-02-04,D,0.0,NET
134,,Sale at price 176.19 per share.,HAWKINS MARK J,Director,,2026-02-02,D,23609.0,NET
3000,,Sale at price 176.19 per share.,KRAMER DOUGLAS JAMES,Officer,,2026-02-02,D,528570.0,NET
15000,,Sale at price 210.07 - 212.80 per share.,LEDBETTER CARL,Director,,2026-01-27,I,3167414.0,NET
10000,,Sale at price 176.27 - 181.98 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2026-01-20,D,1783682.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2026-01-20,D,,NET
76923,,Sale at price 185.84 - 190.90 per share.,ZATLYN MICHELLE,President,,2026-01-15,I,14504407.0,NET
76923,,,ZATLYN MICHELLE,President,,2026-01-15,I,,NET
157152,,Sale at price 186.61 - 204.17 per share.,PRINCE MATTHEW,Chief Executive Officer,,2026-01-08,I,30701127.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2026-01-08,I,,NET
2520,,Sale at price 196.80 - 204.66 per share.,GRAHAM-CUMMING JOHN,Director,,2026-01-05,D,504676.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2026-01-05,D,112694.0,NET
6134,,Sale at price 196.92 - 199.29 per share.,LEDBETTER CARL,Director,,2026-01-05,I,1216136.0,NET
134,,Sale at price 198.90 per share.,HAWKINS MARK J,Director,,2026-01-02,D,26653.0,NET
9000,,Sale at price 197.10 - 199.83 per share.,KRAMER DOUGLAS JAMES,Officer,,2026-01-02,D,1786861.0,NET
8866,,Sale at price 201.25 - 202.35 per share.,LEDBETTER CARL,Director,,2025-12-30,I,1786141.0,NET
2031,,Sale at price 200.00 per share.,SUDER KATRIN,Director,,2025-12-22,D,406200.0,NET
10000,,Sale at price 198.64 - 203.35 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-12-22,D,2016931.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-12-22,D,,NET
2520,,Sale at price 196.85 - 202.65 per share.,GRAHAM-CUMMING JOHN,Director,,2025-12-15,D,502425.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2025-12-15,D,112694.0,NET
76923,,Sale at price 204.80 - 210.25 per share.,ZATLYN MICHELLE,President,,2025-12-11,I,15888932.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-12-11,I,,NET
157152,,Sale at price 198.80 - 205.02 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-12-05,I,31801472.0,NET
134977,,,PRINCE MATTHEW,Chief Executive Officer,,2025-12-05,I,,NET
134,,Sale at price 197.65 per share.,HAWKINS MARK J,Director,,2025-12-01,D,26485.0,NET
3000,,Sale at price 196.02 - 197.77 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-12-01,D,590509.0,NET
86381,,Sale at price 186.40 - 202.63 per share.,ZATLYN MICHELLE,President,,2025-11-24,I,16665788.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-11-24,I,,NET
41555,,Sale at price 190.31 - 202.96 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-11-20,D,8069178.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-11-20,D,,NET
2031,,Sale at price 196.38 per share.,SUDER KATRIN,Director,,2025-11-19,D,398848.0,NET
157152,,Sale at price 191.34 - 208.88 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-11-19,I,31306971.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2025-11-19,I,,NET
3488,,Sale at price 188.89 - 199.94 per share.,RILEY JANEL,Officer,,2025-11-18,D,685418.0,NET
15000,,Sale at price 207.30 - 211.87 per share.,LEDBETTER CARL,Director,,2025-11-17,I,3119400.0,NET
21889,,,ZATLYN MICHELLE,President,,2025-11-14,D,,NET
21889,,,PRINCE MATTHEW,Chief Executive Officer,,2025-11-14,D,,NET
7000,,Stock Gift at price 0.00 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-11-11,D,0.0,NET
7000,,,KRAMER DOUGLAS JAMES,Officer,,2025-11-11,D,,NET
2520,,Sale at price 245.68 - 257.23 per share.,GRAHAM-CUMMING JOHN,Director,,2025-11-03,D,632096.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2025-11-03,D,112694.0,NET
1000,,Sale at price 254.15 per share.,HAWKINS MARK J,Director,,2025-11-03,D,254150.0,NET
3000,,Sale at price 254.66 - 256.41 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-11-03,D,766599.0,NET
18500,,Conversion of Exercise of derivative security at price 248.11 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-11-03,D,4590035.0,NET
15000,,Sale at price 209.91 - 211.76 per share.,LEDBETTER CARL,Director,,2025-10-20,I,3159809.0,NET
10000,,Sale at price 209.62 - 213.40 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-10-20,D,2118137.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-10-20,D,,NET
157045,,Sale at price 209.96 - 224.82 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-10-16,I,34052989.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2025-10-16,I,,NET
107,,Sale at price 220.80 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-10-16,I,23625.0,NET
2520,,Sale at price 216.18 - 223.56 per share.,GRAHAM-CUMMING JOHN,Director,,2025-10-13,D,557829.0,NET
2520,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2025-10-13,D,112694.0,NET
76923,,Sale at price 214.86 - 220.99 per share.,ZATLYN MICHELLE,President,,2025-10-09,I,16718699.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-10-09,I,,NET
1000,,Sale at price 212.83 per share.,HAWKINS MARK J,Director,,2025-10-01,D,212830.0,NET
9000,,Sale at price 213.14 - 214.82 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-10-01,D,1921310.0,NET
76923,,Sale at price 211.43 - 227.01 per share.,ZATLYN MICHELLE,President,,2025-09-25,I,16849792.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-09-25,I,,NET
15000,,Sale at price 223.36 - 225.46 per share.,LEDBETTER CARL,Director,,2025-09-22,I,3358639.0,NET
10000,,Sale at price 223.49 - 229.93 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-09-22,D,2276444.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-09-22,D,,NET
157152,,Sale at price 215.62 - 229.74 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-09-11,I,34870915.0,NET
137041,,,PRINCE MATTHEW,Chief Executive Officer,,2025-09-11,I,,NET
10215,,Sale at price 200.20 - 208.52 per share.,GRAHAM-CUMMING JOHN,Director,,2025-09-02,D,2107518.0,NET
2530,,Conversion of Exercise of derivative security at price 44.72 per share.,GRAHAM-CUMMING JOHN,Director,,2025-09-02,D,113142.0,NET
1000,,Sale at price 201.60 per share.,HAWKINS MARK J,Director,,2025-09-02,D,201600.0,NET
3000,,Sale at price 199.93 - 203.34 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-09-02,D,606304.0,NET
86382,,Sale at price 190.87 - 196.37 per share.,ZATLYN MICHELLE,President,,2025-08-25,I,16699340.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-08-25,I,,NET
15000,,Sale at price 194.85 - 196.51 per share.,LEDBETTER CARL,Director,,2025-08-25,I,2935935.0,NET
156616,,Sale at price 185.11 - 202.89 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-08-20,I,30702464.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2025-08-20,I,,NET
536,,Sale at price 194.84 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-08-20,I,104432.0,NET
41555,,Sale at price 185.34 - 194.74 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-08-20,D,7921856.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-08-20,D,,NET
21888,,,ZATLYN MICHELLE,President,,2025-08-15,D,,NET
21888,,,PRINCE MATTHEW,Chief Executive Officer,,2025-08-15,D,,NET
15000,,Stock Gift at price 0.00 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-08-04,D,0.0,NET
15000,,,KRAMER DOUGLAS JAMES,Officer,,2025-08-04,D,,NET
3000,,Sale at price 197.41 - 199.26 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-08-01,D,594663.0,NET
15000,,Sale at price 199.36 - 200.96 per share.,LEDBETTER CARL,Director,,2025-07-28,I,2997692.0,NET
60730,,Sale at price 200.00 - 201.20 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-07-28,I,12163987.0,NET
60730,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-07-28,I,,NET
44270,,Sale at price 196.53 - 200.18 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-07-21,D/I,8841178.0,NET
44270,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-07-21,D/I,,NET
76923,,Sale at price 181.28 - 191.07 per share.,ZATLYN MICHELLE,President,,2025-07-17,I,14379449.0,NET
76923,,,ZATLYN MICHELLE,President,,2025-07-17,I,,NET
157152,,Sale at price 181.74 - 195.46 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-07-10,I,29926822.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2025-07-10,I,,NET
9000,,Sale at price 195.33 - 197.15 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-07-01,D,1764815.0,NET
15000,,Sale at price 193.14 - 195.80 per share.,LEDBETTER CARL,Director,,2025-06-30,I,2909059.0,NET
10000,,Sale at price 179.43 - 184.44 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-06-20,D,1807588.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-06-20,D,,NET
10050,,Sale at price 181.57 per share.,LEDBETTER CARL,Director,,2025-06-17,I,1824806.0,NET
157152,,Sale at price 168.40 - 180.96 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-06-13,I,27620208.0,NET
139089,,,PRINCE MATTHEW,Chief Executive Officer,,2025-06-13,I,,NET
1241,,Sale at price 181.46 per share.,LEDBETTER CARL,Director,,2025-06-12,I,225192.0,NET
76924,,Sale at price 171.36 - 180.11 per share.,ZATLYN MICHELLE,President,,2025-06-06,I,13408177.0,NET
76924,,,ZATLYN MICHELLE,President,,2025-06-06,I,,NET
1172,,Stock Award(Grant) at price 0.00 per share.,SUDER KATRIN,Director,,2025-06-05,D,0.0,NET
608,,Sale at price 172.00 per share.,SUDER KATRIN,Director,,2025-06-05,D,104576.0,NET
1172,,Stock Award(Grant) at price 0.00 per share.,LEDBETTER CARL,Director,,2025-06-05,D,0.0,NET
1172,,Stock Award(Grant) at price 0.00 per share.,HAWKINS MARK J,Director,,2025-06-05,D,0.0,NET
1172,,Stock Award(Grant) at price 0.00 per share.,SANDELL SCOTT D,Director,,2025-06-05,D,0.0,NET
3000,,Sale at price 165.44 - 166.47 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-06-02,D,498014.0,NET
86378,,Sale at price 156.17 - 158.25 per share.,ZATLYN MICHELLE,President,,2025-05-22,I,13550617.0,NET
76920,,,ZATLYN MICHELLE,President,,2025-05-22,I,,NET
41556,,Sale at price 156.13 - 157.62 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-05-20,D,6515117.0,NET
10000,,,SEIFERT THOMAS J,Chief Financial Officer,,2025-05-20,D,,NET
3488,,Sale at price 152.96 - 156.12 per share.,RILEY JANEL,Officer,,2025-05-16,D,539953.0,NET
157152,,Sale at price 143.91 - 154.21 per share.,PRINCE MATTHEW,Chief Executive Officer,,2025-05-15,I,23787834.0,NET
157152,,,PRINCE MATTHEW,Chief Executive Officer,,2025-05-15,I,,NET
3000,,Sale at price 123.44 - 125.01 per share.,KRAMER DOUGLAS JAMES,Officer,,2025-05-01,D,372486.0,NET
10000,,Sale at price 120.14 per share.,SEIFERT THOMAS J,Chief Financial Officer,,2025-04-25,D,1201354.0,NET
28630,,Sale at price 98.00 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-04-02,D,2805740.0,NFLX
28630,,Conversion of Exercise of derivative security at price 36.41 - 38.10 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-04-02,D,1055547.0,NFLX
420550,,Sale at price 95.02 - 96.66 per share.,HASTINGS REED,Director,,2026-04-01,D,40156465.0,NFLX
420550,,Conversion of Exercise of derivative security at price 9.44 per share.,HASTINGS REED,Director,,2026-04-01,D,3968730.0,NFLX
28630,,Sale at price 97.00 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-03-02,D,2777110.0,NFLX
28630,,Conversion of Exercise of derivative security at price 35.80 - 38.10 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-03-02,D,1076356.0,NFLX
410550,,Sale at price 96.06 - 97.59 per share.,HASTINGS REED,Director,,2026-03-02,D,39828612.0,NFLX
410550,,Conversion of Exercise of derivative security at price 9.67 per share.,HASTINGS REED,Director,,2026-03-02,D,3968787.0,NFLX
57260,,Sale at price 95.00 - 96.00 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-02-27,D,5468330.0,NFLX
57260,,Conversion of Exercise of derivative security at price 32.98 - 35.80 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-02-27,D,1960884.0,NFLX
27312,,Sale at price 82.74 - 84.40 per share.,PETERS GREGORY K.,Chief Executive Officer,,2026-02-10,D,2273454.0,NFLX
3136,,Sale at price 82.67 per share.,WILLEMS CLETUS R,Officer,,2026-02-10,D,259253.0,NFLX
5727,,Sale at price 81.06 per share.,HYMAN DAVID A,Officer,,2026-02-09,D,464231.0,NFLX
9248,,Sale at price 81.27 per share.,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-02-06,D,751598.0,NFLX
241944,,Stock Gift at price 0.00 per share.,HASTINGS REED,Director,,2026-02-05,I,0.0,NFLX
54388,,,PETERS GREGORY K.,Chief Executive Officer,,2026-02-03,D,,NFLX
6157,,,WILLEMS CLETUS R,Officer,,2026-02-03,D,,NFLX
18418,,,NEUMANN SPENCER ADAM,Chief Financial Officer,,2026-02-03,D,,NFLX
11409,,,HYMAN DAVID A,Officer,,2026-02-03,D,,NFLX
54388,,,SARANDOS THEODORE ANTHONY JR.,Chief Executive Officer,,2026-02-03,D,,NFLX
390970,,Sale at price 83.22 - 84.96 per share.,HASTINGS REED,Director,,2026-02-02,D,32695591.0,NFLX
390970,,Conversion of Exercise of derivative security at price 10.15 per share.,HASTINGS REED,Director,,2026-02-02,D,3968736.0,NFLX
105781,,Sale at price 82.87 - 83.75 per share.,PETERS GREGORY K.,Chief Executive Officer,,2026-01-29,D,8773028.0,NFLX
23439,,Sale at price 88.11 per share.,HYMAN DAVID A,Officer,,2026-01-16,D,2065206.0,NFLX
31790,,Sale at price 88.27 - 89.86 per share.,SMITH BRADFORD LEE,Director,,2026-01-15,D,2824821.0,NFLX
31790,,Conversion of Exercise of derivative security at price 9.31 - 10.57 per share.,SMITH BRADFORD LEE,Director,,2026-01-15,D,312557.0,NFLX
